,parcel_id,parcel_id_REMM,county_id,zone_id,parcel_acres,land_value,max_far,max_dua,has_buildings,was_developed,was_redeveloped,developable,residential_units,job_spaces,building_sqft,non_residential_sqft,residential_sqft,unit_price_non_residential,res_price_per_sqft,is_sf,is_mf,is_industrial,is_retail,is_office,is_govt,is_mixeduse,is_other,year_built,building_count,households_count,non_res_value,res_value,total_value,job_spaces_added,res_units_added,acreage_dev,acreage_redev,acreage_dev_res,acreage_redev_res,acreage_dev_nonres,acreage_redev_nonres,res_units_added_dev,res_units_added_redev,value_added_dev,value_added_redev,value_added_dev_res,value_added_dev_nonres
359093,540421,540421,57,200,0.350512349,35700.0,1.0,25.0,1,0,1,1.0,8.0,0.0,15268.31792,0.0,15268.31792,0.0,52.596899884581184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,803066.1890441967,838766.1890441967,0.0,7.0,,0.350512349,,0.350512349,,,,7.0,,736137.1890473969,,
359235,474994,474994,57,280,1.29279089,64600.0,0.0,7.735203024,1,0,1,1.0,8.0,0.0,16894.191348,0.0,16894.191348,0.0,62.71548315722283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1059527.3729403936,1124127.3729403936,0.0,7.0,,1.29279089,,1.29279089,,,,7.0,,966856.3369914336,,
359308,558295,558295,57,386,0.199652296,45000.0,1.3,25.0,1,0,1,1.0,4.0,0.0,8696.854029,0.0,8696.854029,0.0,67.60214691850696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,587926.0037972671,632926.0037972671,0.0,3.0,,0.199652296,,0.199652296,,,,3.0,,501350.9260388671,,
359328,549299,549299,57,389,0.617949879,41760.0,0.0,4.8547626610000005,1,0,1,1.0,3.0,0.0,4037.684511,0.0,4037.684511,0.0,68.43341046660167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,276312.5214759028,318072.5214759028,0.0,1.0,,0.617949879,,0.617949879,,,,1.0,,77393.88130196782,,
359394,470439,470439,57,299,0.283836964,33165.0,0.0,17.61574651,1,0,1,1.0,3.0,0.0,6181.969065,0.0,6181.969065,0.0,52.876446823877366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,326880.55853232736,360045.5585323274,0.0,2.0,,0.283836964,,0.283836964,,,,2.0,,234830.42884785737,,
359503,508662,508662,57,350,0.212988351,20000.0,2.0,30.0,1,0,1,1.0,4.0,0.0,6958.32944175,0.0,6958.32944175,0.0,52.0762269752926,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,362363.54337743396,382363.54337743396,0.0,3.0,,0.212988351,,0.212988351,,,,3.0,,362363.54337743396,,
360022,536551,536551,57,154,0.922719236,42450.0,0.0,2.1675065630000003,1,0,1,1.0,2.0,0.0,4019.3649920000003,0.0,4019.3649920000003,0.0,66.81470499436483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,268552.68620515754,311002.68620515754,0.0,1.0,,0.922719236,,0.922719236,,,,1.0,,268552.68620515754,,
360025,516985,516985,57,275,3.706773157,118750.0,0.0,2.967540644,1,0,1,1.0,10.0,0.0,24220.055805,0.0,24220.055805000004,0.0,67.4641204020602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1633984.760973137,1752734.760973137,0.0,9.0,,3.706773157,,3.706773157,,,,9.0,,1633984.760973137,,
361108,561699,561699,57,320,0.15705103,20000.0,2.0,30.0,1,0,1,1.0,5.0,0.0,10261.7143245,0.0,10261.7143245,0.0,55.1170732455824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,565595.6600487086,585595.6600487086,0.0,3.0,,0.15705103,,0.15705103,,,,3.0,,492581.66005830857,,
362414,533294,533294,57,349,0.268883954,37518.0,0.0,7.438153032000001,1,0,1,1.0,2.0,0.0,3513.775515,0.0,3513.775515,0.0,65.38564572227895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,229750.48097140825,267268.48097140825,0.0,1.0,,0.268883954,,0.268883954,,,,1.0,,145194.76164388825,,
362739,498681,498681,57,189,0.747752525,69250.0,0.0,6.6867042670000005,1,0,1,1.0,5.0,0.0,9771.629997,0.0,9771.629997,0.0,72.2341739114076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,705845.6206012253,775095.6206012253,0.0,4.0,,0.747752525,,0.747752525,,,,4.0,,559869.9191015454,,
362774,528323,528323,57,159,0.546315265,53000.0,0.0,3.660889835,1,0,1,1.0,2.0,0.0,4759.498588,0.0,4759.498588,0.0,62.522300037789094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,297574.7987483696,350574.7987483696,0.0,1.0,,0.546315265,,0.546315265,,,,1.0,,204495.5492616496,,
362779,490729,490729,57,271,1.08803215,53000.0,0.0,2.757271466,1,0,1,1.0,3.0,0.0,7109.202065999999,0.0,7109.202065999999,0.0,66.58635409827596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,473375.8461228709,526375.8461228709,0.0,2.0,,1.08803215,,1.08803215,,,,2.0,,319833.7254303709,,
362784,538515,538515,57,271,2.195243324,68000.0,0.0,2.73318221,1,0,1,1.0,6.0,0.0,14343.719877000001,0.0,14343.719877000001,0.0,67.35869980912025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,966174.3213409544,1034174.3213409544,0.0,5.0,,2.195243324,,2.195243324,,,,5.0,,851148.2262703544,,
362815,467786,467786,57,255,2.1476725780000003,97750.0,0.0,0.931240647,1,0,1,1.0,2.0,0.0,4677.630875,0.0,4677.630875,0.0,74.99269821240983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,350788.1605579255,448538.16055792547,0.0,1.0,,2.1476725780000003,,2.1476725780000003,,,,1.0,,246763.7642425255,,
362842,533058,533058,57,283,0.438030283,38577.0,0.0,6.848841547999999,1,0,1,1.0,3.0,0.0,5724.179735999999,0.0,5724.179735999999,0.0,68.32424074587607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,391100.2343551293,429677.2343551293,0.0,2.0,,0.438030283,,0.438030283,,,,2.0,,258320.30620212926,,
362850,494463,494463,57,293,0.254427438,33000.0,0.0,7.86078741,1,0,1,1.0,2.0,0.0,3324.857757,0.0,3324.857757,0.0,73.97652547136491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,245961.4245493757,278961.4245493757,0.0,1.0,,0.254427438,,0.254427438,,,,1.0,,159592.43228513567,,
366882,509799,509799,57,266,1.208241006,54350.0,0.0,2.48294834,1,0,1,1.0,2.0,0.0,5263.097821,0.0,5263.097821,0.0,65.53634820647736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,344924.21144180826,399274.21144180826,0.0,1.0,,1.208241006,,1.208241006,,,,1.0,,344924.21144180826,,
367065,463433,463433,57,341,0.17321154600000002,22000.0,0.0,11.5465744,1,0,1,1.0,2.0,0.0,3018.0379731999997,0.0,3018.0379731999997,0.0,62.43462934889058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,188430.08221761894,210430.08221761894,0.0,1.0,,0.17321154600000002,,0.17321154600000002,,,,1.0,,126189.78612321899,,
367098,492723,492723,57,337,0.125196409,24250.0,2.0,30.0,1,0,1,1.0,3.0,0.0,5453.555576,0.0,5453.555576,0.0,59.40316500382942,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,323958.46173868194,348208.46173868194,0.0,2.0,,0.125196409,,0.125196409,,,,2.0,,283777.46173828194,,
367162,551028,551028,57,361,0.256778464,40000.0,0.0,7.788815195,1,0,1,1.0,2.0,0.0,3355.580964,0.0,3355.580964,0.0,73.88808330298824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,247937.44579795355,287937.4457979535,0.0,1.0,,0.256778464,,0.256778464,,,,1.0,,96405.72163945352,,
367188,479524,479524,57,383,0.293106348,39636.0,1.0,25.0,1,0,1,1.0,6.0,0.0,12767.71251,0.0,12767.71251,0.0,72.86037537315717,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,930260.3261351548,969896.3261351548,0.0,5.0,,0.293106348,,0.293106348,,,,5.0,,930260.3261351548,,
367290,501299,501299,57,202,25.79323664,1299940.0,0.0,2.985278702,1,0,1,1.0,56.0,0.0,112355.3388,0.0,112355.3388,0.0,71.02075019000152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,7979560.4494277835,9279500.449427783,0.0,55.0,,25.79323664,,25.79323664,,,,55.0,,7752422.4494285425,,
367300,542311,542311,57,201,0.717353432,33277.0,1.0,25.0,1,0,1,1.0,16.0,0.0,31247.9155,0.0,31247.9155,0.0,57.243572355198495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1788742.3118733785,1822019.3118733785,0.0,15.0,,0.717353432,,0.717353432,,,,15.0,,1644849.9414468785,,
367307,534845,534845,57,202,1.856757368,75040.0,0.0,7.540026631,1,0,1,1.0,12.0,0.0,24264.105282,0.0,24264.105282,0.0,70.81699480000763,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1718311.017582232,1793351.017582232,0.0,11.0,,1.856757368,,1.856757368,,,,11.0,,1534630.475377732,,
367513,485747,485747,57,400,0.333681408,41480.0,1.3,25.0,1,0,1,1.0,7.0,0.0,14535.16215,0.0,14535.16215,0.0,60.827937821694974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,884143.9394884544,925623.9394884544,0.0,6.0,,0.333681408,,0.333681408,,,,6.0,,805352.2009564544,,
367568,518755,518755,57,294,0.441647919,36729.0,0.0,18.11397646,1,0,1,1.0,7.0,0.0,14428.6374975,0.0,14428.6374975,0.0,54.377732369821615,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,784596.5883002278,821325.5883002278,0.0,6.0,,0.441647919,,0.441647919,,,,6.0,,595452.6277562277,,
368761,525049,525049,57,341,0.16922386399999995,22000.0,0.0,11.81866407,1,0,1,1.0,2.0,0.0,2948.556604,0.0,2948.556604,0.0,63.202666054806244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,186356.6383863056,208356.6383863056,0.0,1.0,,0.16922386399999995,,0.16922386399999995,,,,1.0,,115155.11685894556,,
368999,542446,542446,57,202,0.8037431840000001,52675.0,0.0,7.465071081,1,0,1,1.0,5.0,0.0,10503.31593,0.0,10503.31593,0.0,69.83323911859915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,733480.5728778816,786155.5728778816,0.0,4.0,,0.8037431840000001,,0.8037431840000001,,,,4.0,,696126.5728798015,,
369008,467729,467729,57,204,0.331925851,42750.0,0.0,6.025442112,1,0,1,1.0,2.0,0.0,3614.6725175,0.0,3614.6725175,0.0,72.15292033714594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,260809.1782000482,303559.17820004816,0.0,1.0,,0.331925851,,0.331925851,,,,1.0,,122146.84837664818,,
369015,523482,523482,57,200,7.379538851,206850.0,1.0,25.0,1,0,1,1.0,142.0,0.0,321452.7123,0.0,321452.7123,0.0,48.46718716770405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,15579908.77261022,15786758.77261022,0.0,141.0,,7.379538851,,7.379538851,,,,141.0,,15420521.772618113,,
369157,537179,537179,57,287,0.509791325,53000.0,0.0,7.846347725,1,0,1,1.0,3.0,0.0,6661.95303,0.0,6661.9530300000015,0.0,66.46401147422691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,442780.12262668076,495780.12262668076,0.0,1.0,,0.509791325,,0.509791325,,,,1.0,,363352.3930107608,,
369186,477782,477782,57,386,0.33907239100000003,46035.0,1.3,25.0,1,0,1,1.0,7.0,0.0,14769.99335,0.0,14769.99335,0.0,67.57940984703464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,998147.4340376259,1044182.4340376259,0.0,6.0,,0.33907239100000003,,0.33907239100000003,,,,6.0,,920579.1601030257,,
369214,562739,562739,57,401,2.022861976,7170.0,0.0,4.943491014,1,0,1,1.0,9.0,0.0,17623.173532,0.0,17623.173532,0.0,63.898859167356136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1126100.6836031463,1133270.6836031463,0.0,8.0,,2.022861976,,2.022861976,,,,8.0,,1126100.6836031463,,
369315,479647,479647,57,390,0.295032087,26775.0,0.0,16.94730916,1,0,1,1.0,4.0,0.0,6425.798865,0.0,6425.798865,0.0,68.28870105282222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,438809.4577175493,465584.4577175493,0.0,2.0,,0.295032087,,0.295032087,,,,2.0,,280002.5160908493,,
369701,546433,546433,57,231,2.5665410630000003,94500.0,0.0,19.87110229,1,0,1,1.0,47.0,0.0,83848.89652499999,0.0,83848.89652499999,0.0,57.9970233130326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,4862986.406532482,4957486.406532482,0.0,46.0,,2.5665410630000003,,2.5665410630000003,,,,46.0,,4770595.174788572,,
369713,498038,498038,57,272,1.252552508,56750.0,0.0,2.395109172,1,0,1,1.0,3.0,0.0,8184.178086,0.0,8184.178086,0.0,63.51793130820822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,519842.061480691,576592.061480691,0.0,2.0,,1.252552508,,1.252552508,,,,2.0,,519842.061480691,,
370815,560781,560781,57,320,0.095909554,19260.0,2.0,30.0,1,0,1,1.0,2.0,0.0,4177.820189,0.0,4177.820189,0.0,53.76818657745293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,224633.8154092017,243893.81540920172,0.0,1.0,,0.095909554,,0.095909554,,,,1.0,,183776.81541385167,,
372085,561052,561052,57,217,0.7868545229999999,45745.0,0.0,7.625297724,1,0,1,1.0,6.0,0.0,10282.6149,0.0,10282.6149,0.0,68.08693085104059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,700111.6896641797,745856.6896641797,0.0,5.0,,0.7868545229999999,,0.7868545229999999,,,,5.0,,634760.6896509797,,
372103,532661,532661,57,349,0.281869183,30000.0,0.0,7.095490103,1,0,1,1.0,2.0,0.0,3069.555405,0.0,3069.555405,0.0,68.66730495762745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,210778.09707946863,240778.09707946863,0.0,1.0,,0.281869183,,0.281869183,,,,1.0,,143794.26722584866,,
372391,519391,519391,57,189,0.634215749,61550.0,0.0,7.883752502999999,1,0,1,1.0,4.0,0.0,8287.931411999998,0.0,8287.931411999998,0.0,70.29445834667216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,582595.6494209096,644145.6494209096,0.0,3.0,,0.634215749,,0.634215749,,,,3.0,,444088.0941170096,,
372413,545161,545161,57,159,0.459811674,76205.0,0.0,4.349606833,1,0,1,1.0,2.0,0.0,4005.879306000001,0.0,4005.879306000001,0.0,65.91637504794558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,264053.0427311,340258.0427311,0.0,1.0,,0.459811674,,0.459811674,,,,1.0,,264053.0427311,,
372429,473624,473624,57,271,1.723584415,68000.0,0.0,2.900931314,1,0,1,1.0,4.0,0.0,11261.900565,0.0,11261.900565,0.0,62.73314728368336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,706494.4668383419,774494.4668383419,0.0,3.0,,1.723584415,,1.723584415,,,,3.0,,647018.4668409018,,
372473,538939,538939,57,281,0.436862513,32240.0,0.0,6.867149065,1,0,1,1.0,3.0,0.0,4757.43277,0.0,4757.43277,0.0,67.04973241412873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,318984.5942067073,351224.5942067073,0.0,2.0,,0.436862513,,0.436862513,,,,2.0,,178696.96907070727,,
372474,543309,543309,57,281,0.258825924,31000.0,0.0,7.727201244,1,0,1,1.0,2.0,0.0,3382.337172,0.0,3382.337172,0.0,64.53692352138515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,218285.6353929022,249285.6353929022,0.0,1.0,,0.258825924,,0.258825924,,,,1.0,,102757.81014094221,,
372475,533450,533450,57,283,0.321381901,33000.0,0.0,6.223125807000001,1,0,1,1.0,2.0,0.0,3499.8488975,0.0,3499.8488975,0.0,72.30573425104822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,253059.1443014591,286059.1443014591,0.0,1.0,,0.321381901,,0.321381901,,,,1.0,,253059.1443014591,,
372477,537716,537716,57,283,0.251198664,33000.0,0.0,7.96182578,1,0,1,1.0,2.0,0.0,3282.6641429999995,0.0,3282.6641429999995,0.0,74.57560672991943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,244806.67015477602,277806.670154776,0.0,1.0,,0.251198664,,0.251198664,,,,1.0,,132093.06901102595,,
372480,529877,529877,57,283,0.253539837,34221.0,0.0,7.888306705,1,0,1,1.0,2.0,0.0,3313.258596,0.0,3313.258596,0.0,71.81013353518604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,237925.54221536298,272146.542215363,0.0,1.0,,0.253539837,,0.253539837,,,,1.0,,237925.542215363,,
372486,466585,466585,57,293,0.27730422,33000.0,0.0,7.212295582,1,0,1,1.0,2.0,0.0,3623.811546,0.0,3623.811546,0.0,71.60728797222417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,259491.31693149288,292491.3169314929,0.0,1.0,,0.27730422,,0.27730422,,,,1.0,,137376.3063479729,,
376968,526422,526422,57,269,1.078761105,53000.0,0.0,2.7809678960000004,1,0,1,1.0,3.0,0.0,7048.625059499999,0.0,7048.625059499999,0.0,65.7724194059062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,463605.1236484145,516605.1236484145,0.0,2.0,,1.078761105,,1.078761105,,,,2.0,,463605.1236484145,,
378389,558661,558661,57,386,0.187349251,45000.0,1.3,25.0,1,0,1,1.0,4.0,0.0,8160.933387999998,0.0,8160.933387999998,0.0,69.57743490917254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,567816.811601663,612816.811601663,0.0,3.0,,0.187349251,,0.187349251,,,,3.0,,481027.16333291295,,
379037,525947,525947,57,222,5.076777368,115689.0,0.0,7.879014007999999,1,0,1,1.0,36.0,0.0,66343.32665999999,0.0,66343.32665999999,0.0,64.3724310066911,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,4270681.21817522,4386370.21817522,0.0,35.0,,5.076777368,,5.076777368,,,,35.0,,4199544.21817522,,
379094,542568,542568,57,349,0.343330982,37518.0,0.0,5.825282617999999,1,0,1,1.0,2.0,0.0,3738.87439,0.0,3738.87439,0.0,65.45065030775487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,244711.7602445103,282229.7602445103,0.0,1.0,,0.343330982,,0.343330982,,,,1.0,,160372.79427414032,,
379096,533263,533263,57,347,0.330916315,37000.0,0.0,6.043824105,1,0,1,1.0,2.0,0.0,3603.6786675,0.0,3603.6786675,0.0,63.49119175802026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,228801.85331252945,265801.8533125294,0.0,1.0,,0.330916315,,0.330916315,,,,1.0,,137420.3594896794,,
379099,543267,543267,57,349,0.331056894,32490.0,0.0,6.041257665,1,0,1,1.0,2.0,0.0,3605.2095775,0.0,3605.2095775,0.0,65.78072658148595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,237153.305486482,269643.305486482,0.0,1.0,,0.331056894,,0.331056894,,,,1.0,,237153.305486482,,
379461,500876,500876,57,270,0.857897841,51251.0,0.0,2.331279907,1,0,1,1.0,2.0,0.0,3737.002997,0.0,3737.002997,0.0,73.30183525028283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,273929.1780159072,325180.1780159072,0.0,1.0,,0.857897841,,0.857897841,,,,1.0,,186621.8188698672,,
379473,511462,511462,57,269,0.668403023,47965.0,0.0,2.992206695,1,0,1,1.0,2.0,0.0,4367.3453519999985,0.0,4367.3453519999985,0.0,66.16386492884305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,288960.4479673385,336925.4479673385,0.0,1.0,,0.668403023,,0.668403023,,,,1.0,,288960.4479673385,,
383703,515559,515559,57,147,2.294857187,87600.0,0.0,2.614541783,1,0,1,1.0,6.0,0.0,14994.596859000001,0.0,14994.596859,0.0,70.6842641575205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1059882.0453170834,1147482.0453170834,0.0,5.0,,2.294857187,,2.294857187,,,,5.0,,999627.0453124035,,
383873,534023,534023,57,306,2.221976183,66250.0,2.0,30.0,1,0,1,1.0,61.0,0.0,96789.28254,0.0,96789.28254,0.0,58.58873064930725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,5670761.204475758,5737011.204475758,0.0,60.0,,2.221976183,,2.221976183,,,,60.0,,5670761.204475758,,
383949,525036,525036,57,341,0.17300932600000002,22000.0,0.0,11.5600705,1,0,1,1.0,2.0,0.0,3014.5144880000007,0.0,3014.5144880000007,0.0,63.14310633348182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,190345.80885960552,212345.80885960552,0.0,1.0,,0.17300932600000002,,0.17300932600000002,,,,1.0,,121233.80886235546,,
383951,497126,497126,57,341,0.385420491,24750.0,0.0,12.97284425,1,0,1,1.0,5.0,0.0,8394.45829,0.0,8394.45829,0.0,60.61904911633694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,508864.0793865518,533614.0793865519,0.0,3.0,,0.385420491,,0.385420491,,,,3.0,,385311.8230186119,,
383954,474788,474788,57,341,0.16353356,22000.0,0.0,12.22990557,1,0,1,1.0,2.0,0.0,2849.4087556,0.0,2849.4087556,0.0,64.24750131984136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,183067.3927861785,205067.3927861785,0.0,1.0,,0.16353356,,0.16353356,,,,1.0,,122453.13812217851,,
384042,536071,536071,57,361,0.258589844,40000.0,0.0,7.734255791,1,0,1,1.0,2.0,0.0,3379.252083,0.0,3379.252083,0.0,63.277663101150544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,213831.1748419352,253831.1748419352,0.0,1.0,,0.258589844,,0.258589844,,,,1.0,,59791.22061385519,,
384207,523206,523206,57,200,0.55728566,156209.0,1.0,25.0,1,0,1,1.0,12.0,0.0,24275.36334,0.0,24275.36334,0.0,49.797990274160995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1208864.3075070446,1365073.3075070446,0.0,11.0,,0.55728566,,0.55728566,,,,11.0,,1207864.3075074446,,
384279,488743,488743,57,243,0.855117943,55000.0,0.0,2.338858653,1,0,1,1.0,2.0,0.0,5587.3406399999985,0.0,5587.3406399999985,0.0,63.106118306665174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,352595.3794474782,407595.3794474782,0.0,1.0,,0.855117943,,0.855117943,,,,1.0,,352595.3794474782,,
384458,562284,562284,57,296,0.472864348,36766.0,0.0,19.03294262,1,0,1,1.0,8.0,0.0,15448.4782425,0.0,15448.4782425,0.0,55.810461213848725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,862186.6957660323,898952.6957660323,0.0,7.0,,0.472864348,,0.472864348,,,,7.0,,862186.6957660323,,
384467,508698,508698,57,292,1.18220821,54789.0,0.0,2.537624062,1,0,1,1.0,3.0,0.0,5149.6989619999995,0.0,5149.6989619999995,0.0,71.38246246113032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,367598.19284108677,422387.19284108677,0.0,2.0,,1.18220821,,1.18220821,,,,2.0,,254473.40918108675,,
384491,520667,520667,57,300,0.293312976,29260.0,0.0,6.818655044,1,0,1,1.0,2.0,0.0,3194.1783025,0.0,3194.1783025,0.0,72.09531420485303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,230285.2883450616,259545.2883450616,0.0,1.0,,0.293312976,,0.293312976,,,,1.0,,163045.28834551154,,
384493,488653,488653,57,299,0.600355335,42669.0,0.0,6.662720833,1,0,1,1.0,4.0,0.0,6537.8696025,0.0,6537.8696025,0.0,75.97598155629031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,496721.060336971,539390.0603369711,0.0,3.0,,0.600355335,,0.600355335,,,,3.0,,496721.060336971,,
385041,528322,528322,57,159,0.571918453,53000.0,0.0,3.497002044,1,0,1,1.0,2.0,0.0,4982.553564,0.0,4982.553564,0.0,61.844585671810535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,308143.9607531829,361143.9607531829,0.0,1.0,,0.571918453,,0.571918453,,,,1.0,,183032.80456798285,,
385195,508503,508503,57,210,0.968074816,51216.0,0.0,7.230846095,1,0,1,1.0,7.0,0.0,12650.801691,0.0,12650.801691,0.0,64.99015727393028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,822177.5915393928,873393.5915393928,0.0,5.0,,0.968074816,,0.968074816,,,,5.0,,658071.0284451528,,
385200,474208,474208,57,374,0.737116077,51000.0,0.0,6.783192163,1,0,1,1.0,5.0,0.0,9632.632902,0.0,9632.632902,0.0,57.875344413106525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,557491.9468082717,608491.9468082717,0.0,4.0,,0.737116077,,0.737116077,,,,4.0,,557491.9468082717,,
385206,466183,466183,57,204,1.323051849,70240.0,0.0,2.267484831,1,0,1,1.0,3.0,0.0,5763.213856,0.0,5763.213856,0.0,73.20210096700319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,421879.3625813437,492119.3625813437,0.0,2.0,,1.323051849,,1.323051849,,,,2.0,,421879.3625813437,,
