OID_,parcel_id,basebldg,Sliver,parcel_sqf,x,y,parcel_id_,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote
20238,579013.000000000000000,1,0.000000000000000,21201.539051899999322,1559000,7161949,579013,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
20239,623439.000000000000000,1,0.000000000000000,10281.742194099999324,1558206,7163026,623439,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20240,634509.000000000000000,1,0.000000000000000,9713.604481009999290,1557747,7162973,634509,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20241,741816.000000000000000,1,0.000000000000000,10160.921199200000046,1558015,7162148,741816,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20242,578561.000000000000000,1,0.000000000000000,15628.172417399999176,1559400,7158888,578561,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
20243,683493.000000000000000,1,0.000000000000000,9320.005753109999205,1559508,7156895,683493,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20244,579165.000000000000000,1,0.000000000000000,87064.563143999999738,1529387,7150559,579165,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
20245,750798.000000000000000,1,0.000000000000000,7589.890209879999929,1551992,7156796,750798,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
20246,740827.000000000000000,1,0.000000000000000,13859.063685200000691,1527742,7149136,740827,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
20247,740832.000000000000000,1,0.000000000000000,15514.298264499999277,1527528,7149123,740832,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
20249,743438.000000000000000,1,0.000000000000000,8527.640656949999538,1550240,7151793,743438,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
20250,743482.000000000000000,1,0.000000000000000,8177.113811189999979,1550924,7151309,743482,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
20251,750916.000000000000000,0,0.000000000000000,17666.192216300001746,1550183,7156084,750916,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
20252,750909.000000000000000,0,0.000000000000000,15948.880627299999105,1550029,7156195,750909,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
20253,750968.000000000000000,1,0.000000000000000,21950.922076499999093,1550342,7156610,750968,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
20254,722441.000000000000000,0,0.000000000000000,19780.975797999999486,1527284,7150495,722441,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
20255,750780.000000000000000,1,0.000000000000000,13295.926743699999861,1551678,7156140,750780,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
20256,579061.000000000000000,1,0.000000000000000,27618.724798300001567,1561204,7162214,579061,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
20257,618236.000000000000000,1,0.000000000000000,12642.259237399999620,1561227,7164501,618236,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20258,690585.000000000000000,1,0.000000000000000,9594.879314410000006,1559936,7164203,690585,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20259,634078.000000000000000,1,0.000000000000000,11592.776058199999170,1557360,7163914,634078,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20260,619867.000000000000000,0,0.000000000000000,3094.305544790000113,1559631,7166215,619867,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
20261,634043.000000000000000,1,0.000000000000000,10351.168078900000182,1557921,7163564,634043,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20262,617965.000000000000000,1,0.000000000000000,12334.039642699999604,1561587,7164163,617965,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20263,690468.000000000000000,1,0.000000000000000,10792.856077300000834,1559502,7163318,690468,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20264,690467.000000000000000,1,0.000000000000000,13791.667579000000842,1559502,7163421,690467,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20265,618335.000000000000000,1,0.000000000000000,12834.384648200000811,1560740,7163815,618335,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20266,608685.000000000000000,0,0.000000000000000,42916.199032899996382,1560631,7163060,608685,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20267,742069.000000000000000,1,0.000000000000000,9724.732897309999316,1560618,7163372,742069,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20270,609908.000000000000000,0,0.000000000000000,44356.913946699998633,1568798,7194345,609908,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20271,734222.000000000000000,1,0.000000000000000,12463.668856700000106,1531889,7312360,734222,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
20272,643779.000000000000000,1,0.000000000000000,10158.840267800000220,1563478,7156398,643779,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20273,744514.000000000000000,1,0.000000000000000,9675.798318819999622,1561845,7154905,744514,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20274,607660.000000000000000,0,0.000000000000000,4422.114441329999863,1554729,7210416,607660,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20275,738094.000000000000000,0,0.000000000000000,2084.212341219999871,1470111,7289623,738094,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20277,584538.000000000000000,1,0.000000000000000,167417.509465999988606,1536885,7306459,584538,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
20278,675185.000000000000000,1,0.000000000000000,23974.812904999998864,1541656,7304898,675185,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
20281,611547.000000000000000,0,0.000000000000000,52289.404239299998153,1585546,7175101,611547,2,0,2031,1,0,0,0,0,0,0,0,Utah County,MAG
20282,735614.000000000000000,1,0.000000000000000,228402.822281000000658,1567515,7213836,735614,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20283,601419.000000000000000,0,0.000000000000000,49022.282109300002048,1587169,7221254,601419,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20284,601821.000000000000000,1,0.000000000000000,269433.733101000019815,1584555,7218275,601821,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20285,601498.000000000000000,1,0.000000000000000,413178.045044999977108,1585118,7223649,601498,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20286,671076.000000000000000,0,0.000000000000000,228615.860512999992352,1566315,7176107,671076,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20289,566230.000000000000000,0,0.000000000000000,16593.669616800001677,1542576,7310870,566230,8,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
20290,584285.000000000000000,1,0.000000000000000,105558.214884999993956,1538769,7311105,584285,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
20291,566299.000000000000000,1,0.000000000000000,28788.625165800000104,1542807,7311338,566299,8,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
20312,579497.000000000000000,0,0.000000000000000,190.773170106999999,1470343,7289351,579497,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20313,738691.000000000000000,0,0.000000000000000,86980.871381200005999,1480200,7286043,738691,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20314,737908.000000000000000,0,0.000000000000000,43579.588344999996480,1490030,7300946,737908,4,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
20315,738748.000000000000000,1,0.000000000000000,446293.982045000011567,1477892,7288252,738748,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20316,579411.000000000000000,1,0.000000000000000,53712.395209800000885,1471714,7287424,579411,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
20318,603433.000000000000000,0,0.000000000000000,215480.885658000013791,1574826,7200886,603433,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20319,679634.000000000000000,1,0.000000000000000,427261.508404000021983,1572941,7201659,679634,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20320,603351.000000000000000,0,0.000000000000000,217049.658755000011297,1569552,7195721,603351,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20321,603341.000000000000000,0,0.000000000000000,57774.224330800003372,1568893,7194631,603341,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20322,731113.000000000000000,0,0.000000000000000,229385.125509000004968,1565553,7193274,731113,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20323,649146.000000000000000,1,0.000000000000000,228563.252792000013869,1559429,7202665,649146,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20324,603390.000000000000000,1,0.000000000000000,330764.328207999991719,1574011,7203324,603390,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20325,721131.000000000000000,1,0.000000000000000,228547.986578000010923,1565203,7202358,721131,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20326,578759.000000000000000,1,0.000000000000000,13603.219947899999170,1562695,7158995,578759,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
20327,578542.000000000000000,1,0.000000000000000,20212.360060200000589,1560724,7158953,578542,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
20328,731550.000000000000000,1,0.000000000000000,228967.351675000012619,1554979,7212547,731550,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20329,607630.000000000000000,0,0.000000000000000,57360.590104100003373,1542400,7210768,607630,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20330,607642.000000000000000,0,0.000000000000000,327385.963432000018656,1543841,7208219,607642,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20331,675489.000000000000000,1,0.000000000000000,15335.377171199999793,1538625,7313249,675489,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
20332,582391.000000000000000,0,0.000000000000000,1611.510356860000002,1537942,7315517,582391,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
20333,582319.000000000000000,0,0.000000000000000,198.677079738000003,1538806,7314149,582319,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
20334,741619.000000000000000,1,0.000000000000000,9656.962571949999983,1544984,7311436,741619,8,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
20335,689532.000000000000000,1,0.000000000000000,15081.907671499999196,1544321,7309689,689532,12,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
20371,610272.000000000000000,0,0.000000000000000,21375.173294799998985,1586551,7188588,610272,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
20392,738768.000000000000000,0,0.000000000000000,43532.786315999997896,1474392,7286291,738768,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25005,752923.000000000000000,0,0.000000000000000,21989.077328399998805,1535007,7312731,752923,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25006,753217.000000000000000,0,0.000000000000000,43993.451650900002278,1534177,7311853,753217,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25007,669518.000000000000000,1,0.000000000000000,16030.709131499999785,1533860,7312569,669518,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25008,734218.000000000000000,1,0.000000000000000,14654.001201499999297,1531897,7311995,734218,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25009,582105.000000000000000,1,0.000000000000000,52019.895058599999174,1532586,7314810,582105,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25010,582267.000000000000000,0,0.000000000000000,230055.063224999990780,1536990,7311765,582267,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25011,661093.000000000000000,0,0.000000000000000,176.052580070999994,1536505,7305976,661093,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25012,753037.000000000000000,1,0.000000000000000,22944.005581699999311,1532816,7304041,753037,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25013,753065.000000000000000,1,0.000000000000000,24092.875160399999004,1533971,7304384,753065,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25014,753056.000000000000000,1,0.000000000000000,21987.720519400001649,1533975,7303427,753056,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25015,753064.000000000000000,1,0.000000000000000,22250.192147199999454,1533980,7304283,753064,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25016,584709.000000000000000,1,0.000000000000000,98142.991005799995037,1542782,7305660,584709,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25017,721843.000000000000000,1,0.000000000000000,21993.257483299999876,1538918,7304345,721843,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25018,744118.000000000000000,1,0.000000000000000,27073.147026300001016,1540702,7304003,744118,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25020,690920.000000000000000,1,0.000000000000000,16668.212867800000822,1565058,7156130,690920,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25021,644534.000000000000000,1,0.000000000000000,12695.970102600000246,1566476,7161647,644534,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25022,716599.000000000000000,1,0.000000000000000,20263.717638400001306,1565237,7158223,716599,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25023,714334.000000000000000,1,0.000000000000000,14882.431765400000586,1564438,7157406,714334,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25024,691775.000000000000000,1,0.000000000000000,8279.020270249999157,1566564,7158624,691775,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25025,618787.000000000000000,1,0.000000000000000,11693.023110500000257,1565976,7158036,618787,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25026,744508.000000000000000,1,0.000000000000000,9631.778730739999446,1561646,7155119,744508,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25027,744503.000000000000000,1,0.000000000000000,10043.921935300000769,1561722,7155262,744503,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25028,616470.000000000000000,1,0.000000000000000,11508.090751800000362,1560603,7154623,616470,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25029,613115.000000000000000,0,0.000000000000000,30844.675799299999198,1559076,7154512,613115,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25030,594683.000000000000000,0,0.000000000000000,71329.963096499996027,1577740,7266773,594683,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25031,643778.000000000000000,1,0.000000000000000,10717.719104800000423,1563329,7156395,643778,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25033,602420.000000000000000,1,0.000000000000000,32556.002935000000434,1574564,7210425,602420,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25034,602271.000000000000000,1,0.000000000000000,47531.088273699999263,1575216,7213164,602271,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25035,635933.000000000000000,1,0.000000000000000,244507.542245999997249,1571124,7207463,635933,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25036,602380.000000000000000,1,0.000000000000000,42597.222264399999403,1570721,7206027,602380,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25037,602215.000000000000000,1,0.000000000000000,1654273.216000000014901,1577372,7214216,602215,6,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25038,602579.000000000000000,1,0.000000000000000,371024.839101999998093,1582991,7210108,602579,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
25039,602659.000000000000000,0,0.000000000000000,26936.125790999998571,1589296,7208033,602659,12,0,2030,1,1,0,0,0,0,0,0,Utah County,MAG
25040,601766.000000000000000,1,0.000000000000000,247088.607485999993514,1583747,7216315,601766,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25041,601499.000000000000000,1,0.000000000000000,21746.184913400000369,1585395,7223899,601499,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25042,601526.000000000000000,0,0.000000000000000,222501.570386000006692,1578500,7226166,601526,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25043,602638.000000000000000,0,0.000000000000000,213448.080940000014380,1589087,7209056,602638,12,0,2030,1,1,0,0,0,0,0,0,Utah County,MAG
25045,588967.000000000000000,0,0.000000000000000,3992.651695240000208,1585604,7216286,588967,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25046,601888.000000000000000,0,0.000000000000000,21548.964617500001623,1591315,7215966,601888,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25047,651963.000000000000000,0,0.000000000000000,17083.763920800000051,1581231,7208536,651963,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25048,608162.000000000000000,1,0.000000000000000,217660.413250000012340,1559349,7185341,608162,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25049,681204.000000000000000,1,0.000000000000000,228543.518703000008827,1559511,7184880,681204,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25050,612271.000000000000000,0,0.000000000000000,104537.969001999998000,1565699,7167784,612271,6,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25051,608234.000000000000000,1,0.000000000000000,562518.920754999970086,1562288,7182772,608234,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25053,719863.000000000000000,1,0.000000000000000,232412.337109999993118,1556915,7187775,719863,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25054,668118.000000000000000,1,0.000000000000000,228541.803347000008216,1557071,7185064,668118,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25055,608419.000000000000000,0,0.000000000000000,3010.982428259999779,1562053,7175936,608419,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25056,634114.000000000000000,1,0.000000000000000,4440.738747700000204,1564513,7161366,634114,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25057,634123.000000000000000,1,0.000000000000000,5012.220378689999961,1564747,7161482,634123,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25058,634107.000000000000000,1,0.000000000000000,6762.151629510000021,1564470,7161187,634107,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25059,612700.000000000000000,1,0.000000000000000,96742.062004199993680,1563059,7161356,612700,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25060,612765.000000000000000,1,0.000000000000000,21854.824270599998272,1556975,7161602,612765,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25061,579035.000000000000000,1,0.000000000000000,20404.933312599998317,1560378,7162121,579035,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25062,579044.000000000000000,1,0.000000000000000,23039.301780999998300,1560044,7161886,579044,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25063,608926.000000000000000,1,0.000000000000000,45213.761556799996470,1558576,7162655,608926,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25064,634522.000000000000000,1,0.000000000000000,12294.929306300000462,1557924,7162635,634522,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25066,612869.000000000000000,1,0.000000000000000,12092.569191200000205,1557668,7157238,612869,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25067,612886.000000000000000,1,0.000000000000000,16009.929216799999267,1558543,7157268,612886,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25068,612887.000000000000000,1,0.000000000000000,14103.164708500000415,1558637,7157268,612887,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25069,578506.000000000000000,1,0.000000000000000,9674.170784870000716,1559993,7158259,578506,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25070,750983.000000000000000,1,0.000000000000000,21499.651075599998876,1550162,7155149,750983,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
25071,579169.000000000000000,0,0.000000000000000,58042.971055800000613,1529591,7150730,579169,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
25072,579321.000000000000000,1,0.000000000000000,16489.437496800001099,1528715,7151176,579321,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
25073,743448.000000000000000,1,0.000000000000000,7995.429498610000337,1550670,7152518,743448,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
25074,732742.000000000000000,0,0.000000000000000,7759.978873709999789,1526479,7149568,732742,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
25075,750991.000000000000000,0,0.000000000000000,22397.678060999998706,1549763,7155916,750991,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
25076,743477.000000000000000,1,0.000000000000000,8494.308870439999737,1550637,7151504,743477,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
25077,750919.000000000000000,0,0.000000000000000,19312.235814700001356,1550146,7156400,750919,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
25078,750962.000000000000000,1,0.000000000000000,18403.129977500000678,1550080,7155041,750962,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
25079,740813.000000000000000,1,0.000000000000000,19520.430860100001155,1528328,7149886,740813,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
25080,717838.000000000000000,1,0.000000000000000,31302.210364999999001,1527240,7153365,717838,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
25082,619398.000000000000000,1,0.000000000000000,10463.431033999999272,1558276,7165080,619398,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25083,619412.000000000000000,1,0.000000000000000,10888.183436600000277,1558141,7165000,619412,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25084,691925.000000000000000,0,0.000000000000000,7960.456724540000323,1558670,7164974,691925,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25085,690423.000000000000000,1,0.000000000000000,10128.452226299999893,1558767,7164320,690423,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25086,619860.000000000000000,0,0.000000000000000,4929.141461399999571,1559624,7165985,619860,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25087,690493.000000000000000,1,0.000000000000000,11276.169332499999655,1558888,7163933,690493,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25091,643287.000000000000000,1,0.000000000000000,10032.490530700000818,1563699,7156675,643287,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25095,584314.000000000000000,0,0.000000000000000,219172.542939000006299,1539718,7310991,584314,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25096,579506.000000000000000,1,0.000000000000000,12072.431366700000581,1471159,7289385,579506,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25097,579407.000000000000000,1,0.000000000000000,73001.293370600003982,1472016,7287408,579407,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25098,738787.000000000000000,0,0.000000000000000,59296.818796899999143,1474962,7286036,738787,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25099,639955.000000000000000,1,0.000000000000000,289419.816679999988992,1565409,7201586,639955,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25100,608051.000000000000000,1,0.000000000000000,87117.220562899994547,1562691,7194366,608051,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25104,601773.000000000000000,0,0.000000000000000,15781.249720899999375,1582602,7215895,601773,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25107,582242.000000000000000,1,0.000000000000000,43981.397470600000815,1535621,7314794,582242,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25108,566242.000000000000000,1,0.000000000000000,16209.273186899999928,1542146,7310947,566242,8,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
25109,566219.000000000000000,1,0.000000000000000,8005.590511809999953,1542626,7310781,566219,8,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
25110,566307.000000000000000,1,0.000000000000000,5986.224460710000130,1543529,7311304,566307,8,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
25111,566052.000000000000000,1,0.000000000000000,9843.650897310000801,1544554,7311171,566052,8,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
25112,565871.000000000000000,0,0.000000000000000,1139.169915570000057,1544588,7310848,565871,8,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
25140,579522.000000000000000,1,0.000000000000000,17673.639625399999204,1471743,7289635,579522,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25141,738855.000000000000000,0,0.000000000000000,91406.040284799993970,1471111,7286760,738855,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25142,738085.000000000000000,1,0.000000000000000,794327.757431000005454,1472017,7290386,738085,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
25144,582212.000000000000000,1,0.000000000000000,349393.048553999979049,1533298,7315067,582212,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25145,622531.000000000000000,1,0.000000000000000,218487.676217000000179,1556179,7189364,622531,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25146,603270.000000000000000,1,0.000000000000000,228560.909527000010712,1579206,7204200,603270,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25147,603201.000000000000000,1,0.000000000000000,52574.973996599997918,1576223,7202494,603201,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25148,664371.000000000000000,1,0.000000000000000,228549.919005000003381,1564178,7194920,664371,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25149,609930.000000000000000,0,0.000000000000000,37180.554160500003491,1569742,7189855,609930,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25150,609929.000000000000000,0,0.000000000000000,192747.533166999986861,1569806,7189448,609929,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25151,648202.000000000000000,1,0.000000000000000,228543.492914000002202,1565473,7190656,648202,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25152,603544.000000000000000,1,0.000000000000000,28400.454297399999632,1575909,7199769,603544,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25153,603398.000000000000000,1,0.000000000000000,264407.752572999976110,1573354,7204075,603398,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
25154,578739.000000000000000,1,0.000000000000000,9993.219489319999411,1561269,7158638,578739,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25155,652180.000000000000000,1,0.000000000000000,12892.277577499999097,1562361,7158551,652180,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
25156,730118.000000000000000,1,0.000000000000000,43855.694109500000195,1537957,7315712,730118,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25157,629710.000000000000000,1,0.000000000000000,43856.752147799998056,1539250,7315291,629710,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25158,565821.000000000000000,1,0.000000000000000,16276.052685500000734,1542922,7309038,565821,12,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
25159,584076.000000000000000,1,0.000000000000000,7206.275597519999792,1544159,7309455,584076,12,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
25212,664567.000000000000000,1,0.000000000000000,14171.276746300000013,1532986,7313036,664567,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25213,752937.000000000000000,1,0.000000000000000,22078.903539999999339,1534604,7312551,752937,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25214,584524.000000000000000,1,0.000000000000000,108886.119724000003771,1536736,7311013,584524,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
25215,675041.000000000000000,0,0.000000000000000,7762.050047190000441,1535355,7310664,675041,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
