OID_,parcel_id,basebldg,Sliver,parcel_sqf,x,y,parcel_id_,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote
840532,739118.000000000000000,0,0.000000000000000,14520.517662300000666,1491300,7272046,739118,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840533,739118.000000000000000,0,0.000000000000000,41806.402555300002859,1491299,7271734,739118,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840534,739118.000000000000000,0,0.000000000000000,40445.281295900000259,1491298,7271267,739118,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840535,739118.000000000000000,0,0.000000000000000,23082.904194599999755,1491297,7270896,739118,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840536,739139.000000000000000,0,0.000000000000000,146076.302552000008291,1488778,7264711,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840537,739139.000000000000000,0,0.000000000000000,130056.371765999996569,1493354,7266972,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840538,739139.000000000000000,0,0.000000000000000,238108.278279999998631,1489155,7264711,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840539,739139.000000000000000,0,0.000000000000000,140719.111054999986663,1489154,7266983,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840540,739139.000000000000000,0,0.000000000000000,239066.003094999992754,1489621,7264710,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840541,739139.000000000000000,0,0.000000000000000,139534.361210000002757,1489621,7266982,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840542,739139.000000000000000,0,0.000000000000000,240023.727895999996690,1490088,7264709,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840543,739139.000000000000000,0,0.000000000000000,138349.611356000008527,1490088,7266981,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840544,739139.000000000000000,0,0.000000000000000,240981.452691999991657,1490555,7264708,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840545,739139.000000000000000,0,0.000000000000000,137164.861490999988746,1490554,7266980,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840546,739139.000000000000000,0,0.000000000000000,241939.177507999993395,1491021,7264707,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840547,739139.000000000000000,0,0.000000000000000,135980.111631999985548,1491021,7266978,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840548,739139.000000000000000,0,0.000000000000000,242852.992881000012858,1491488,7264706,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840549,739139.000000000000000,0,0.000000000000000,134795.362587000010535,1491488,7266977,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840550,739139.000000000000000,0,0.000000000000000,243702.510810999985551,1491955,7264705,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840551,739139.000000000000000,0,0.000000000000000,133610.614860000001499,1491954,7266976,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840552,739139.000000000000000,0,0.000000000000000,244551.469118000008166,1492421,7264704,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840553,739139.000000000000000,0,0.000000000000000,132425.867155000014463,1492421,7266974,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840554,739139.000000000000000,0,0.000000000000000,245400.427437000005739,1492888,7264703,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840555,739139.000000000000000,0,0.000000000000000,131241.119462000002386,1492888,7266973,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840556,739139.000000000000000,0,0.000000000000000,197983.217077999986941,1493775,7264701,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840557,739139.000000000000000,0,0.000000000000000,106290.989382999992813,1493780,7266971,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840558,739139.000000000000000,0,0.000000000000000,217799.128815000003669,1493355,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840559,739139.000000000000000,0,0.000000000000000,127527.146598000006634,1488785,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840560,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1489155,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840561,739139.000000000000000,0,0.000000000000000,217799.128815000003669,1489621,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840562,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1490088,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840563,739139.000000000000000,0,0.000000000000000,217799.128801000013482,1490555,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840564,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1491021,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840565,739139.000000000000000,0,0.000000000000000,217799.128815000003669,1491488,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840566,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1491955,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840567,739139.000000000000000,0,0.000000000000000,217799.128801000013482,1492421,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840568,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1492888,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840569,739139.000000000000000,0,0.000000000000000,178686.638749000005191,1493780,7266599,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840570,739139.000000000000000,0,0.000000000000000,217799.128793999989284,1493355,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840571,739139.000000000000000,0,0.000000000000000,129140.652222000004258,1488783,7266132,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840572,739139.000000000000000,0,0.000000000000000,217799.128786999994190,1489155,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840573,739139.000000000000000,0,0.000000000000000,217799.128793999989284,1489621,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840574,739139.000000000000000,0,0.000000000000000,217799.128786999994190,1490088,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840575,739139.000000000000000,0,0.000000000000000,217799.128779999999097,1490555,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840576,739139.000000000000000,0,0.000000000000000,217799.128786999994190,1491021,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840577,739139.000000000000000,0,0.000000000000000,217799.128793999989284,1491488,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840578,739139.000000000000000,0,0.000000000000000,217799.128786999994190,1491955,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840579,739139.000000000000000,0,0.000000000000000,217799.128779999999097,1492421,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840580,739139.000000000000000,0,0.000000000000000,217799.128786999994190,1492888,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840581,739139.000000000000000,0,0.000000000000000,177673.970468999992590,1493778,7266133,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840582,739139.000000000000000,0,0.000000000000000,217799.128815000003669,1493355,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840583,739139.000000000000000,0,0.000000000000000,130754.157869999995455,1488781,7265665,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840584,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1489155,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840585,739139.000000000000000,0,0.000000000000000,217799.128815000003669,1489621,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840586,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1490088,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840587,739139.000000000000000,0,0.000000000000000,217799.128801000013482,1490555,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840588,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1491021,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840589,739139.000000000000000,0,0.000000000000000,217799.128815000003669,1491488,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840590,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1491955,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840591,739139.000000000000000,0,0.000000000000000,217799.128801000013482,1492421,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840592,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1492888,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840593,739139.000000000000000,0,0.000000000000000,176661.302216999989469,1493777,7265666,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840594,739139.000000000000000,0,0.000000000000000,217799.128815000003669,1493355,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840595,739139.000000000000000,0,0.000000000000000,132367.663510000013048,1488779,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840596,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1489155,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840597,739139.000000000000000,0,0.000000000000000,217799.128815000003669,1489621,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840598,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1490088,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840599,739139.000000000000000,0,0.000000000000000,217799.128801000013482,1490555,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840600,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1491021,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840601,739139.000000000000000,0,0.000000000000000,217799.128815000003669,1491488,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840602,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1491955,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840603,739139.000000000000000,0,0.000000000000000,217799.128801000013482,1492421,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840604,739139.000000000000000,0,0.000000000000000,217799.128808000008576,1492888,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840605,739139.000000000000000,0,0.000000000000000,175648.633939999999711,1493776,7265199,739139,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840606,739269.000000000000000,0,0.000000000000000,189070.642927000008058,1493355,7264235,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840607,739269.000000000000000,0,0.000000000000000,217799.128828999993857,1493355,7263799,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840608,739269.000000000000000,0,0.000000000000000,217799.128815000003669,1493355,7263332,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840609,739269.000000000000000,0,0.000000000000000,217799.128808000008576,1493355,7262866,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840610,739269.000000000000000,0,0.000000000000000,181457.826971000002231,1493355,7261971,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840611,739269.000000000000000,0,0.000000000000000,194172.900663000007626,1491513,7262399,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840612,739269.000000000000000,0,0.000000000000000,195113.800226999999722,1491512,7263799,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840613,739269.000000000000000,0,0.000000000000000,194800.178645999985747,1491513,7263332,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840614,739269.000000000000000,0,0.000000000000000,194486.545003000006545,1491513,7262866,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840615,739269.000000000000000,0,0.000000000000000,159933.513084000005620,1491514,7261973,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840616,739269.000000000000000,0,0.000000000000000,217799.128793999989284,1491955,7262399,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840617,739269.000000000000000,0,0.000000000000000,191617.260043999995105,1491954,7264238,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840618,739269.000000000000000,0,0.000000000000000,217799.128821999998763,1491955,7263799,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840619,739269.000000000000000,0,0.000000000000000,217799.128808000008576,1491955,7263332,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840620,739269.000000000000000,0,0.000000000000000,217799.128801000013482,1491955,7262866,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840621,739269.000000000000000,0,0.000000000000000,180089.383108999987599,1491955,7261973,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840622,739269.000000000000000,0,0.000000000000000,217799.128786999994190,1492421,7262399,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840623,739269.000000000000000,0,0.000000000000000,190768.387669999996433,1492421,7264237,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840624,739269.000000000000000,0,0.000000000000000,217799.128815000003669,1492421,7263799,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840625,739269.000000000000000,0,0.000000000000000,217799.128801000013482,1492421,7263332,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840626,739269.000000000000000,0,0.000000000000000,217799.128793999989284,1492421,7262866,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840627,739269.000000000000000,0,0.000000000000000,180545.531053999991855,1492421,7261972,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840628,739269.000000000000000,0,0.000000000000000,217799.128793999989284,1492888,7262399,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840629,739269.000000000000000,0,0.000000000000000,189919.515302000014344,1492888,7264236,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840630,739269.000000000000000,0,0.000000000000000,217799.128821999998763,1492888,7263799,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840631,739269.000000000000000,0,0.000000000000000,217799.128808000008576,1492888,7263332,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840632,739269.000000000000000,0,0.000000000000000,217799.128801000013482,1492888,7262866,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840633,739269.000000000000000,0,0.000000000000000,181001.679011000000173,1492888,7261972,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840634,739269.000000000000000,0,0.000000000000000,197842.677690999989863,1493800,7262398,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840635,739269.000000000000000,0,0.000000000000000,152592.494986000005156,1493777,7264233,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840636,739269.000000000000000,0,0.000000000000000,181553.404451999987941,1493783,7263798,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840637,739269.000000000000000,0,0.000000000000000,186983.162194000004092,1493788,7263331,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840638,739269.000000000000000,0,0.000000000000000,192412.919941000000108,1493794,7262865,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840639,739269.000000000000000,0,0.000000000000000,169394.599772999994457,1493805,7261970,739269,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840640,739124.000000000000000,0,0.000000000000000,186685.501056999986758,1493788,7269400,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840641,739124.000000000000000,0,0.000000000000000,217799.128815000003669,1493355,7269399,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840642,739124.000000000000000,0,0.000000000000000,200761.162573000008706,1492906,7269399,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840643,739124.000000000000000,0,0.000000000000000,217799.128801000013482,1492421,7268466,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840644,739124.000000000000000,0,0.000000000000000,184998.210737999994308,1491523,7268466,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840645,739124.000000000000000,0,0.000000000000000,84475.921005299998797,1491955,7267209,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840646,739124.000000000000000,0,0.000000000000000,73839.880230399998254,1493782,7267204,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840647,739124.000000000000000,0,0.000000000000000,88030.245304299998679,1493355,7267205,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840648,739124.000000000000000,0,0.000000000000000,86845.470528000005288,1492889,7267206,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840649,739124.000000000000000,0,0.000000000000000,85660.695758700006991,1492422,7267207,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840650,739124.000000000000000,0,0.000000000000000,72046.620951999997487,1491520,7267210,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840651,739124.000000000000000,0,0.000000000000000,217799.128808000008576,1491955,7267533,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840652,739124.000000000000000,0,0.000000000000000,181401.650347999995574,1493782,7267533,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840653,739124.000000000000000,0,0.000000000000000,217799.128815000003669,1493355,7267533,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840654,739124.000000000000000,0,0.000000000000000,217799.128808000008576,1492888,7267533,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840655,739124.000000000000000,0,0.000000000000000,217799.128801000013482,1492421,7267533,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840656,739124.000000000000000,0,0.000000000000000,187388.814313000009861,1491521,7267532,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840657,739124.000000000000000,0,0.000000000000000,217799.128786999994190,1491955,7267999,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840658,739124.000000000000000,0,0.000000000000000,182722.613018000003649,1493784,7268000,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840659,739124.000000000000000,0,0.000000000000000,217799.128793999989284,1493355,7267999,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840660,739124.000000000000000,0,0.000000000000000,217799.128786999994190,1492888,7267999,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840661,739124.000000000000000,0,0.000000000000000,217799.128779999999097,1492421,7267999,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840662,739124.000000000000000,0,0.000000000000000,186193.512507000006735,1491522,7267999,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840663,739124.000000000000000,0,0.000000000000000,153789.840663000009954,1491955,7268864,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840664,739124.000000000000000,0,0.000000000000000,184043.575719999993453,1493785,7268466,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840665,739124.000000000000000,0,0.000000000000000,217799.128815000003669,1493355,7268466,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840666,739124.000000000000000,0,0.000000000000000,217799.128808000008576,1492888,7268466,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840667,739124.000000000000000,0,0.000000000000000,153327.422121000010520,1492421,7268864,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840668,739124.000000000000000,0,0.000000000000000,72512.669227799997316,1491546,7268800,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840669,739124.000000000000000,0,0.000000000000000,185364.538384000014048,1493787,7268933,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840670,739124.000000000000000,0,0.000000000000000,217799.128808000008576,1493355,7268933,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840671,739124.000000000000000,0,0.000000000000000,212736.331261999992421,1492893,7268929,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840672,739124.000000000000000,0,0.000000000000000,60205.115646300000662,1493789,7269708,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840673,739124.000000000000000,0,0.000000000000000,69974.275337800005218,1493355,7269708,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840674,739124.000000000000000,0,0.000000000000000,64559.027030299999751,1492906,7269708,739124,3,0,2045,1,0,0,0,0,0,0,0,Utah County,MAG
840695,601426.000000000000000,0,0.000000000000000,111994.898451999993995,1588235,7224811,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840696,601426.000000000000000,0,0.000000000000000,220275.463073999999324,1588235,7225163,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840697,601426.000000000000000,0,0.000000000000000,220536.129848000011407,1588235,7225630,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840698,601426.000000000000000,0,0.000000000000000,90321.833951199994772,1588235,7226425,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840699,601426.000000000000000,0,0.000000000000000,87919.422297500001150,1589030,7226096,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840700,601426.000000000000000,0,0.000000000000000,44809.679113799997140,1589030,7224811,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840701,601426.000000000000000,0,0.000000000000000,88017.559741399993072,1589030,7225163,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840702,601426.000000000000000,0,0.000000000000000,87968.491022200003499,1589030,7225629,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840703,601426.000000000000000,0,0.000000000000000,216502.764406000002054,1588704,7226096,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840704,601426.000000000000000,0,0.000000000000000,110285.239379000006011,1588703,7224811,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840705,601426.000000000000000,0,0.000000000000000,216659.939555999997538,1588703,7225163,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840706,601426.000000000000000,0,0.000000000000000,216581.351988000009442,1588704,7225629,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840707,601426.000000000000000,0,0.000000000000000,88469.076029400006519,1588704,7226425,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840708,601426.000000000000000,0,0.000000000000000,196551.646557000000030,1587788,7226096,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840709,601426.000000000000000,0,0.000000000000000,77644.354348199995002,1587836,7224811,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840710,601426.000000000000000,0,0.000000000000000,156693.398515999986557,1587830,7225168,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840711,601426.000000000000000,0,0.000000000000000,196684.685013000009349,1587788,7225629,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840712,601426.000000000000000,0,0.000000000000000,80298.691430399994715,1587788,7226425,601426,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
840713,598500.000000000000000,0,0.000000000000000,88425.898629999996047,1589031,7227030,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840714,598500.000000000000000,0,0.000000000000000,79961.905882299994119,1588386,7227030,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840715,598500.000000000000000,0,0.000000000000000,80031.997258300005342,1588386,7228896,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840716,598498.000000000000000,0,0.000000000000000,140410.155348000000231,1588149,7227030,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840717,598498.000000000000000,0,0.000000000000000,79550.602024399995571,1587450,7227030,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840718,598500.000000000000000,0,0.000000000000000,161274.212398000003304,1588705,7231637,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840719,598498.000000000000000,0,0.000000000000000,155919.912038000009488,1587766,7231631,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840720,598500.000000000000000,0,0.000000000000000,65383.632455999999365,1589031,7231637,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840721,598500.000000000000000,0,0.000000000000000,59596.923605000003590,1588386,7231637,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840722,598498.000000000000000,0,0.000000000000000,101102.941028000001097,1588149,7231631,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840723,598498.000000000000000,0,0.000000000000000,56658.271882900000492,1587449,7231631,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840724,598500.000000000000000,0,0.000000000000000,216821.954950000013923,1588705,7231230,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840725,598498.000000000000000,0,0.000000000000000,216795.377286000002641,1587766,7231230,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840726,598500.000000000000000,0,0.000000000000000,87960.888705799996387,1589031,7231230,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840727,598500.000000000000000,0,0.000000000000000,80119.611470500007272,1588386,7231230,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840728,598498.000000000000000,0,0.000000000000000,140590.545034000009764,1588149,7231230,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840729,598498.000000000000000,0,0.000000000000000,78862.564417000001413,1587449,7231230,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840730,598500.000000000000000,0,0.000000000000000,216787.813568999990821,1588705,7230763,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840731,598498.000000000000000,0,0.000000000000000,216738.968911000003573,1587766,7230763,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840732,598500.000000000000000,0,0.000000000000000,88012.556481499996153,1589031,7230763,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840733,598500.000000000000000,0,0.000000000000000,80102.088627399993129,1588386,7230763,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840734,598498.000000000000000,0,0.000000000000000,140570.501740000006976,1588149,7230763,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840735,598498.000000000000000,0,0.000000000000000,78939.013040499994531,1587449,7230763,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840736,598500.000000000000000,0,0.000000000000000,216753.672194999991916,1588704,7230296,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840737,598498.000000000000000,0,0.000000000000000,216682.560536000004504,1587766,7230296,598498,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840738,598500.000000000000000,0,0.000000000000000,88064.224253799999133,1589031,7230296,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
840739,598500.000000000000000,0,0.000000000000000,80084.565780799995991,1588386,7230296,598500,3,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
