OID_,parcel_id,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote
375372,259746,3.985762702,0,2022,1,1,0,0,0,0,0,0,WestBenchStaging,WFRC
380157,548294,2.176902635,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380158,485478,2.827724909,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380461,460729,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380462,509343,0.974254651,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380463,520715,0.835253119,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380464,547051,0.833285029,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380465,492571,0.97982259,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380466,467282,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380467,487426,2.060307808,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380468,503734,2.909906421,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380469,473267,2.889798448,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380470,535789,2.995329719,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380471,500097,2.938823404,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380472,503881,2.531208967,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
380473,469222,2.706490691,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
385128,548545,2.132580635,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
385129,478966,2.137118923,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
385130,507135,2.031343869,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
385131,504329,2.089266537,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
385212,535510,0.899412834,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
385213,547078,0.955448847,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
385214,508785,2.771882579,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
385215,514999,2.041054441,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
385216,475308,2.100010467,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390279,484422,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390280,504936,0.543457474,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390281,485147,0.927390812,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390282,506619,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390283,492431,2.358107027,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390284,499349,2.900141084,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390339,483258,2.061346361,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390340,531541,2.887153699,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390509,498992,2.988377645,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390510,512015,2.922244974,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390511,486775,2.016911782,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
390512,525184,2.046944106,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395212,478986,0.998651173,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395214,554123,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395405,461663,0.695223551,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395500,473312,0.730509979,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395501,534647,0.791411057,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395502,536559,0.936559593,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395503,500655,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395504,513010,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395505,480168,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395506,545310,2.617624219,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395507,511519,2.89520179,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395508,463031,2.001226914,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
395509,516029,2.069988431,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400125,548839,2.131849988,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400126,484768,2.122867515,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400127,497220,2.949492515,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400128,517778,2.041480152,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400129,488782,2.185283393,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400130,478813,2.625581672,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400200,547701,2.491251529,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400203,518620,0.923116438,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400206,498226,2.725822529,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400440,531500,2.942093554,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400441,545299,2.095514063,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
400442,544989,2.816313662,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405290,502787,0.938333888,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405291,550850,0.699776694,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405292,520478,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405293,478481,0.929236028,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405294,547679,0.994245045,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405295,467291,0.90867462,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405296,515446,2.255929589,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405297,529799,2.689789094,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405298,535793,2.523740754,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405299,488434,2.998321288,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405341,549895,2.192376968,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405342,549939,2.469193914,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405343,503758,2.206191621,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405344,521510,2.437727291,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405345,513021,2.141112263,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405346,504049,2.283526965,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405347,473984,2.095386161,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405400,546229,2.881680975,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405410,515526,2.889858945,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
405414,471921,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410153,509316,2.16549524,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410154,532431,2.936906103,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410155,549947,2.170241251,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410156,469159,2.765532483,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410456,471410,0.995818856,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410457,534652,0.734732572,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410458,485046,0.628346678,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410459,516558,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410460,469727,0.957970928,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410461,494105,2.044119952,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410462,484889,2.913298084,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410463,536566,2.80246071,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410464,521317,2.956957576,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
410465,515643,2.784271029,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415123,479641,2.227248231,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415124,500828,2.29167028,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415125,530562,2.927098728,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415126,493933,2.601551639,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415127,507826,2.655212974,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415128,517018,2.520331558,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415176,523772,2.713608545,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415194,466412,2.978896369,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415197,511670,2.232722799,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415202,506446,2.424062292,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415206,465035,0.739062249,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415207,530415,0.861653861,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415451,469219,2.212079916,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415452,486397,2.818434466,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
415453,501009,2.679330948,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420240,529822,3,0,2040,1,1,0,0,0,0,0,0,WestWeberStaging,WFRC
420241,484758,0.906439188,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420243,495759,2.916812869,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420244,485622,2.771821947,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420245,521170,2.990425504,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420246,489168,2.836817308,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420247,495619,2.975277118,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420248,515962,3,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420249,561837,2.889587472,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420306,464180,2.957114948,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420307,549732,2.776250587,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420369,512393,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420371,513035,2.990428523,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420373,550504,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420376,534636,0.982957842,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420377,555962,0.711302205,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420378,464272,0.711998697,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420380,529819,2.657193047,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420382,547408,2.962684001,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
420383,494242,2.985357182,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425163,515535,2.741790002,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425164,518750,2.221273693,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425433,474765,2.668608589,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425434,535524,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425435,562882,0.895583388,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425436,479384,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425437,510701,0.772923528,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425438,479248,2.113583325,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425439,483468,2.928591337,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425440,503133,2.898809341,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425441,527678,2.814405538,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
425442,547347,1.835013179,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430126,488446,2.348797739,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430127,549601,2.317254186,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430128,499867,2.373054629,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430129,493570,2.327021128,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430130,485507,2.896852739,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430131,501242,2.188651092,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430132,467115,2.306813412,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430133,499981,2.124316295,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430134,482755,2.569467341,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430135,492689,2.748303275,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430211,506069,3,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430212,509145,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430216,554117,2.933397662,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430450,515548,2.721769581,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430451,480634,2.754274694,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430452,468885,2.982183479,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430453,549602,2.251880122,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430454,502263,2.106795025,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
430455,462985,2.168938402,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435297,561830,2.679724535,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435303,468187,3,0,2040,1,1,0,0,0,0,0,0,WestWeberStaging,WFRC
435304,488154,0.578498847,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435305,547929,0.802126946,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435306,472232,2.105008912,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435307,536571,2.075084969,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435308,501269,2.210318232,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435309,555387,2.491523383,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435310,475243,2.888538569,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435311,510107,2.063907134,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435312,477157,2.759539262,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435313,521211,2.824856796,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435368,544958,2.174629802,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435369,542888,3,0,2040,1,1,0,0,0,0,0,0,WestWeberStaging,WFRC
435370,470333,3,0,2040,1,1,0,0,0,0,0,0,WestWeberStaging,WFRC
435371,544638,2.748845868,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435372,482244,2.446636542,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435373,460250,2.473396158,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435489,509105,0.952262895,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435492,477365,0.995983761,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435493,502156,2.588682835,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435494,473283,2.097433,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435564,500273,2.42578013,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435565,499051,2.744200878,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435566,504795,2.766187089,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435567,473690,2.98540861,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
435619,513394,0.99587044,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
440095,499838,0.52925695,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
440096,504570,1.681638652,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
440326,489103,2.215257881,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
440327,506644,2.674432768,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
440328,472112,2.890474442,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
440493,259365,3.646167933,0,2022,1,1,0,0,0,0,0,0,WestBenchStaging,WFRC
445157,531695,2.910507818,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445188,544635,2.464282739,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445194,471902,2.584298647,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445195,483043,2.970964993,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445197,482253,2.373441648,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445202,513627,2.397165467,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445388,510166,2.226872835,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445389,509988,3,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445390,486308,2.84153547,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445391,513471,2.746526545,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445392,513395,2.90617929,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445393,518526,2.749207877,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
445394,503131,2.342468268,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450286,464359,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450287,536548,0.850326585,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450288,504337,0.869648549,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450289,465123,2.072662478,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450290,472911,2.140305344,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450291,474374,2.798201519,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450292,510293,2.046234799,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450293,558964,2.272187891,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450342,477921,2.151510244,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450343,535631,2.977232573,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450344,520281,2.037286245,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
450408,475628,2.668373789,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
455177,549607,2.181268632,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
455178,511733,2.871155337,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
455486,471863,0.807300709,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460092,495218,0.966177414,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460093,470523,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460094,460606,0.888094821,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460095,484955,2.824192202,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460096,493316,2.121343416,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460097,475303,2.575239005,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460098,512418,2.82014505,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460099,561826,2.222954151,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460100,478383,2.680187125,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460142,499088,2.950324442,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460143,492754,3,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460144,548609,1.737629377,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460145,466090,2.506696597,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460146,480408,1.583843614,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460147,464856,2.837561221,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460148,471099,2.663823673,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460149,504730,2.467196582,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460150,514056,2.684938755,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460151,515980,2.212495811,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460152,491669,2.958422625,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460207,482502,2.778584865,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460208,547053,2.546753628,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460216,480395,2.118169188,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460437,479386,2.698093079,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
460438,497780,2.985048651,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465318,522094,0.906762838,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465319,515268,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465321,462111,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465322,513391,0.958020295,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465323,459383,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465324,466271,2.011852398,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465325,463516,2.340088261,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465326,512669,2.292494731,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465327,536558,2.946618274,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465328,460355,2.792948338,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465329,509300,2.887337758,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465330,512908,2.793054022,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465385,544946,2.182911047,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465386,501290,3,0,2040,1,1,0,0,0,0,0,0,WestWeberStaging,WFRC
465387,480972,2.953818265,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465388,507361,2.83789605,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465446,471999,2.086809058,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465461,538381,3,0,2040,1,1,0,0,0,0,0,0,WestWeberStaging,WFRC
465468,497708,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465472,548887,2.573565969,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465473,491798,2.979701353,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
465474,481417,2.791201777,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
470207,511882,2.745209162,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
470208,471682,2.237045881,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
470209,464108,2.102740771,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
470210,500084,2.990577257,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
470397,259237,3.980143588,0,2022,1,1,0,0,0,0,0,0,WestBenchStaging,WFRC
470521,488136,0.884772827,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475096,460688,2.543815638,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475097,472579,2.91031418,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475098,470578,2.52897875,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475099,475980,2.9804088,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475100,547344,2.447731635,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475101,510691,2.688806804,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475102,512836,2.77286575,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475103,517560,2.898163787,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475162,547431,2.059661906,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475163,548589,2.033834384,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475164,496478,2.95061943,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475165,504792,2.507317076,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475206,523038,2.547529256,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475222,502929,0.90021077,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475225,479436,2.980699085,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475226,473365,2.90529001,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475227,542011,2.892408733,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475475,509561,2.771488173,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475476,525473,2.765513232,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475477,544624,2.068360617,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475478,496364,2.791502348,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
475479,486705,2.872839908,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
480311,498808,1,0,2040,1,0,0,0,0,0,0,0,WestWeberStaging,WFRC
